category,name,addr,website,website_domain,maps,phone,brand,lat,lon,osm_type,osm_id
shop=clothes,Arabella's Pop-up,,,,"https://www.google.com/maps/search/?api=1&query=53.3327454,-6.2160728",,,53.3327454,-6.2160728,node,8952195602
shop=clothes,Aran Sweater Market,115 Grafton Street,https://www.aransweatermarket.com/,aransweatermarket.com,"https://www.google.com/maps/search/?api=1&query=53.343932,-6.2593989",,,53.343932,-6.2593989,node,4808088121
shop=clothes,Ashley Reeves,Stillorgan Village Shopping Centre,https://www.pamelascott.com/our-stores,pamelascott.com,"https://www.google.com/maps/search/?api=1&query=53.2891948,-6.2007376",+353-1-288-6276,,53.2891948,-6.2007376,node,4080241198
shop=clothes,Asics,,,,"https://www.google.com/maps/search/?api=1&query=53.3484014,-6.2600805",,,53.3484014,-6.2600805,node,12803974881
shop=clothes,Aston Formal Wear,Aston Place Dublin,https://astonformal.com/,astonformal.com,"https://www.google.com/maps/search/?api=1&query=53.3463902,-6.2607935",+353-1-6796100,,53.3463902,-6.2607935,node,1514294256
shop=clothes,Astrid & Miyu,Anne Street South Dublin,https://www.astridandmiyu.com/pages/dublin-boutique,astridandmiyu.com,"https://www.google.com/maps/search/?api=1&query=53.3412507,-6.2600662",,,53.3412507,-6.2600662,node,6187146935
shop=clothes,Awareness Ireland,Old Navan Road,,,"https://www.google.com/maps/search/?api=1&query=53.4025654,-6.39767",,,53.4025654,-6.39767,node,3233585908
shop=clothes,B Fab,97 George's Street Lower Dún Laoghaire,,,"https://www.google.com/maps/search/?api=1&query=53.2934205,-6.1385003",,,53.2934205,-6.1385003,node,6553697764
shop=clothes,Barbara Kosznik,93 George's Street Lower Dún Laoghaire,https://kosznik.com/,kosznik.com,"https://www.google.com/maps/search/?api=1&query=53.2932563,-6.1380136",+353-1-280-6277,,53.2932563,-6.1380136,node,6179001919
shop=clothes,Beach Boutique,Strand Road,,,"https://www.google.com/maps/search/?api=1&query=53.4337772,-6.1247621",,,53.4337772,-6.1247621,node,937232523
shop=clothes,Beautiful South,Castlewood Avenue,http://www.beautifulsouth.ie/,beautifulsouth.ie,"https://www.google.com/maps/search/?api=1&query=53.3227568,-6.2641408",+353-87-2574901,,53.3227568,-6.2641408,node,5083380018
shop=clothes,Belle of the Ball,Saint Agnes Road Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.319871,-6.3152384",,,53.319871,-6.3152384,node,3078196391
shop=clothes,Bershka,Jervis Street Dublin,https://www.bershka.com/ie/,bershka.com,"https://www.google.com/maps/search/?api=1&query=53.3484983,-6.2652725",,Bershka,53.3484983,-6.2652725,node,4711653160
shop=clothes,Bershka,,,,"https://www.google.com/maps/search/?api=1&query=53.3528608,-6.3906339",,Bershka,53.3528608,-6.3906339,node,11030167572
shop=clothes,Best,St. Stephen's Green Dublin,https://www.bestmenswear.com/,bestmenswear.com,"https://www.google.com/maps/search/?api=1&query=53.3396425,-6.2612425",,,53.3396425,-6.2612425,node,12650724208
shop=clothes,Best Men's Wear,,https://www.bestmenswear.com,bestmenswear.com,"https://www.google.com/maps/search/?api=1&query=53.2866375,-6.2412765",,,53.2866375,-6.2412765,node,11940354097
shop=clothes,Best Mens Wear,Stillorgan Village Shopping Centre,https://www.bestmenswear.ie/,bestmenswear.ie,"https://www.google.com/maps/search/?api=1&query=53.2894339,-6.20069",+353-1-212-3692,,53.2894339,-6.20069,node,4080199826
shop=clothes,Best Mens Wear,,,,"https://www.google.com/maps/search/?api=1&query=53.3922018,-6.2472999",,,53.3922018,-6.2472999,node,10591680065
shop=clothes,Best Menswear,,,,"https://www.google.com/maps/search/?api=1&query=53.3531522,-6.3907792",,,53.3531522,-6.3907792,node,11030231728
shop=clothes,Betty Bojangles,Thomas Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3429249,-6.2762617",,,53.3429249,-6.2762617,node,3124989763
shop=clothes,Blue,51 Main Street Blackrock,,,"https://www.google.com/maps/search/?api=1&query=53.3008798,-6.1764884",+353-1-210-9939,,53.3008798,-6.1764884,node,3730393524
shop=clothes,Brendan Kidd,19 Capel Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3471522,-6.2681525",,,53.3471522,-6.2681525,way,228762038
shop=clothes,Brown Thomas,,,,"https://www.google.com/maps/search/?api=1&query=53.2877425,-6.2428814",,,53.2877425,-6.2428814,node,11940298900
shop=clothes,Brown Thomas,88-95 Grafton Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3423872,-6.2600951",,,53.3423872,-6.2600951,way,271690098
shop=clothes,Bäumler,51a Dawson Street Dublin,https://www.baumlerdublin.com/,baumlerdublin.com,"https://www.google.com/maps/search/?api=1&query=53.3416788,-6.2584773",,,53.3416788,-6.2584773,way,268844931
shop=clothes,COS,Wicklow Street Dublin,https://www.cosstores.com/ie/,cosstores.com,"https://www.google.com/maps/search/?api=1&query=53.3428771,-6.2604359",,COS,53.3428771,-6.2604359,node,2826503844
shop=clothes,Camden Clothing,29 Camden Street Lower Dublin,https://camdenclothing.ie/,camdenclothing.ie,"https://www.google.com/maps/search/?api=1&query=53.3347637,-6.2649703",+353 1 4175961,,53.3347637,-6.2649703,node,2995007513
shop=clothes,Canada Goose,64 Grafton Street Dublin,https://www.canadagoose.com/ie/en/dublin-store.html,canadagoose.com,"https://www.google.com/maps/search/?api=1&query=53.340848,-6.2608691",,Canada Goose,53.340848,-6.2608691,way,249213113
shop=clothes,Capel Street Clothing,11 Capel Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3467788,-6.2678965",,,53.3467788,-6.2678965,way,228762031
shop=clothes,Carhartt Work in Progress,Exchequer Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3429265,-6.2631263",,Carhartt Work in Progress,53.3429265,-6.2631263,node,12087084510
shop=clothes,Carl Gross,46 Dawson Street,,,"https://www.google.com/maps/search/?api=1&query=53.3411245,-6.25854",+353-1-6336806,,53.3411245,-6.25854,way,268844928
shop=clothes,Carraig Donn,,,,"https://www.google.com/maps/search/?api=1&query=53.3920855,-6.247401",,,53.3920855,-6.247401,node,10591640485
shop=clothes,Cassini Boutique,,,,"https://www.google.com/maps/search/?api=1&query=53.2663018,-6.1834208",,,53.2663018,-6.1834208,node,10951811286
shop=clothes,Castore,34 Grafton Street Dublin,https://castore.com/,castore.com,"https://www.google.com/maps/search/?api=1&query=53.3411318,-6.2603971",,,53.3411318,-6.2603971,node,4551064993
shop=clothes,Cath Kidston,Grafton Street Dublin,https://www.next.co.uk/cath-kidston,next.co.uk,"https://www.google.com/maps/search/?api=1&query=53.3431393,-6.259568",,,53.3431393,-6.259568,node,2826497092
shop=clothes,Champion JD,Jervis Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3478995,-6.2658912",,,53.3478995,-6.2658912,node,6073221045
shop=clothes,Choice,Old Dublin Road,https://www.choiceboutique.com/,choiceboutique.com,"https://www.google.com/maps/search/?api=1&query=53.2895402,-6.2009722",+353 1 2888 367,,53.2895402,-6.2009722,node,9893613891
shop=clothes,Choice,,,,"https://www.google.com/maps/search/?api=1&query=53.2872701,-6.1234771",,,53.2872701,-6.1234771,node,11522545325
shop=clothes,Clothes Peg,Howth Road,,,"https://www.google.com/maps/search/?api=1&query=53.3894223,-6.1092068",,,53.3894223,-6.1092068,node,6649584879
shop=clothes,Cobbler's Wardrobe,,,,"https://www.google.com/maps/search/?api=1&query=53.332157,-6.2148258",,,53.332157,-6.2148258,node,8853942744
shop=clothes,Coco Boutique,40 Clarendon Street Dublin,https://www.cocoboutique.ie/,cocoboutique.ie,"https://www.google.com/maps/search/?api=1&query=53.3414483,-6.2619972",,,53.3414483,-6.2619972,node,12093934894
shop=clothes,Coins and Ties,,,,"https://www.google.com/maps/search/?api=1&query=53.3010871,-6.1781261",,,53.3010871,-6.1781261,node,3740250982
shop=clothes,Columbia,Trinity Street Dublin,https://www.columbiasportswear.ie/,columbiasportswear.ie,"https://www.google.com/maps/search/?api=1&query=53.3437852,-6.2619448",,Columbia,53.3437852,-6.2619448,node,2988253830
shop=clothes,Contour,Stillorgan Village Shopping Centre,,,"https://www.google.com/maps/search/?api=1&query=53.2892742,-6.2007913",,,53.2892742,-6.2007913,node,4080234180
shop=clothes,Costume,Castle Market Dublin,https://costumedublin.ie/,costumedublin.ie,"https://www.google.com/maps/search/?api=1&query=53.3423555,-6.2631456",,,53.3423555,-6.2631456,node,6984776456
shop=clothes,Cyan,Rathmines Road Lower Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3232108,-6.2646034",,,53.3232108,-6.2646034,node,2982955167
shop=clothes,DD-2,4 Old Dublin Road Stillorgan,,,"https://www.google.com/maps/search/?api=1&query=53.2908698,-6.2005008",+353-1-210-0017,,53.2908698,-6.2005008,node,5699985829
shop=clothes,Dance World,163 Parnell Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3529459,-6.2610407",,,53.3529459,-6.2610407,way,252812512
shop=clothes,Dance World,16 Sandford Road Dublin,https://www.danceworld.ie/,danceworld.ie,"https://www.google.com/maps/search/?api=1&query=53.3232912,-6.2495351",,,53.3232912,-6.2495351,way,615180148
shop=clothes,Dashiki,8 Rock Hill Blackrock,,,"https://www.google.com/maps/search/?api=1&query=53.3019396,-6.1785949",,,53.3019396,-6.1785949,node,3986683799
shop=clothes,Dawson Boutique,Essex Street West Dublin D08 XW20,https://www.dawsonboutique.com/,dawsonboutique.com,"https://www.google.com/maps/search/?api=1&query=53.3444622,-6.2696587",,,53.3444622,-6.2696587,node,3384530243
shop=clothes,De La Punc,William Street South Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3415178,-6.2628372",,,53.3415178,-6.2628372,node,12109840006
shop=clothes,De Stafford Bridal,Wicklow Street Dublin,https://www.destaffordbridal.ie/,destaffordbridal.ie,"https://www.google.com/maps/search/?api=1&query=53.3429211,-6.2615238",,,53.3429211,-6.2615238,node,12093934870
shop=clothes,Derek Byrne,7 Fields Terrace,,,"https://www.google.com/maps/search/?api=1&query=53.3251445,-6.2555443",,,53.3251445,-6.2555443,node,6372537850
shop=clothes,Designer Vintage,,,,"https://www.google.com/maps/search/?api=1&query=53.3010089,-6.1782657",,,53.3010089,-6.1782657,node,3740254862
shop=clothes,Diesel,Jervis Street Dublin,https://diesel.ie/,diesel.ie,"https://www.google.com/maps/search/?api=1&query=53.3484295,-6.266053",,Diesel,53.3484295,-6.266053,node,4711653164
shop=clothes,Diesel,,,,"https://www.google.com/maps/search/?api=1&query=53.3532002,-6.3899997",,Diesel,53.3532002,-6.3899997,node,5556458524
shop=clothes,Diesel,Grafton Street Dublin,https://diesel.ie/,diesel.ie,"https://www.google.com/maps/search/?api=1&query=53.3415738,-6.2603653",,Diesel,53.3415738,-6.2603653,node,6772160807
shop=clothes,Diesel,,,,"https://www.google.com/maps/search/?api=1&query=53.2863212,-6.3717455",,Diesel,53.2863212,-6.3717455,node,9205674943
shop=clothes,Diesel,38 Henry Street Dublin,https://diesel.ie/,diesel.ie,"https://www.google.com/maps/search/?api=1&query=53.3497185,-6.2615232",+353-1-8747132,Diesel,53.3497185,-6.2615232,way,435840489
shop=clothes,Diffney,,https://www.diffney.ie/,diffney.ie,"https://www.google.com/maps/search/?api=1&query=53.3020069,-6.179949",+353-1-288-7322,,53.3020069,-6.179949,node,4937329781
shop=clothes,Diffneys,Old Dublin Road,https://www.diffney.ie/,diffney.ie,"https://www.google.com/maps/search/?api=1&query=53.2897702,-6.2002",+353 1 2887 619,,53.2897702,-6.2002,node,3750529740
shop=clothes,Dimensions Dancewear (Moved),124 Drumcondra Road Upper,https://dimensionsdance.ie/,dimensionsdance.ie,"https://www.google.com/maps/search/?api=1&query=53.3728515,-6.2520893",,,53.3728515,-6.2520893,way,679252911
shop=clothes,Dorothy Perkins,,,,"https://www.google.com/maps/search/?api=1&query=53.35368,-6.3894213",,Dorothy Perkins,53.35368,-6.3894213,node,5556458525
shop=clothes,Dress Circle,134 Terenure Road North Dublin,https://dresscircleterenure.wordpress.com/,dresscircleterenure.wordpress.com,"https://www.google.com/maps/search/?api=1&query=53.3101204,-6.2836055",,,53.3101204,-6.2836055,node,3106286539
shop=clothes,Dresscode Ltd,50 Finglas Business Centre Dublin,https://www.dresscode.ie/,dresscode.ie,"https://www.google.com/maps/search/?api=1&query=53.3973909,-6.2949428",+353 1 8640700,,53.3973909,-6.2949428,node,3069695516
shop=clothes,Drobey,1 Richmond Green,https://drobey.ie/,drobey.ie,"https://www.google.com/maps/search/?api=1&query=53.2932369,-6.1538325",,,53.2932369,-6.1538325,way,58647409
shop=clothes,Du Pareil au Même,Kilmacud Road Lower,https://www.dpam.ie/,dpam.ie,"https://www.google.com/maps/search/?api=1&query=53.2894018,-6.2006552",+353-1-210-1713,Du Pareil au Même,53.2894018,-6.2006552,node,4080207917
shop=clothes,Dublin Formal Wear,Main Street Tallaght,https://dublinformalwear.ie/,dublinformalwear.ie,"https://www.google.com/maps/search/?api=1&query=53.2880261,-6.3576961",,,53.2880261,-6.3576961,node,9230443425
shop=clothes,Dublin Gear Company LTD,,,,"https://www.google.com/maps/search/?api=1&query=53.3957255,-6.2494935",,,53.3957255,-6.2494935,node,4369937899
shop=clothes,Dublin Vintage Factory,Wellington Quay Dublin,https://www.dublinvintagefactory.com/,dublinvintagefactory.com,"https://www.google.com/maps/search/?api=1&query=53.3457552,-6.2642205",,,53.3457552,-6.2642205,node,6112928287
shop=clothes,Dunnes Stores,Cromwellsfort Road Dublin,https://www.dunnesstores.com/,dunnesstores.com,"https://www.google.com/maps/search/?api=1&query=53.3158817,-6.3180328",,Dunnes Stores,53.3158817,-6.3180328,node,4913827541
shop=clothes,Eclipse Clothing,,,,"https://www.google.com/maps/search/?api=1&query=53.33254,-6.2158483",,,53.33254,-6.2158483,node,8952327738
shop=clothes,Electra,12 Donnybrook Road Dublin,https://www.electra.ie/,electra.ie,"https://www.google.com/maps/search/?api=1&query=53.322328,-6.2368634",+353-1-538-1230,,53.322328,-6.2368634,node,4553095332
shop=clothes,Eliott Chambers,Taney Drive Dundrum,,,"https://www.google.com/maps/search/?api=1&query=53.292299,-6.2448174",,,53.292299,-6.2448174,node,4265973304
shop=clothes,Ellen B Boutique,,,,"https://www.google.com/maps/search/?api=1&query=53.3669964,-6.1733584",,,53.3669964,-6.1733584,way,1026201415
shop=clothes,Emme,36 Dunville Avenue Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.321174,-6.2568022",,,53.321174,-6.2568022,node,4368872130
shop=clothes,Fairbrother's,188,,,"https://www.google.com/maps/search/?api=1&query=53.3284737,-6.3055447",,,53.3284737,-6.3055447,node,4485360895
shop=clothes,Fatface,Sandyford Road,https://www.fatface.com/,fatface.com,"https://www.google.com/maps/search/?api=1&query=53.2866594,-6.2411569",+353 1 2451 099,,53.2866594,-6.2411569,node,11940065872
shop=clothes,Favorite,,,,"https://www.google.com/maps/search/?api=1&query=53.3416088,-6.2785791",,,53.3416088,-6.2785791,node,12176869746
shop=clothes,Feather & Frill,130 Terenure Road North Dublin,https://www.featherandfrill.com/,featherandfrill.com,"https://www.google.com/maps/search/?api=1&query=53.3102421,-6.283556",+353 1 4906857,,53.3102421,-6.283556,node,3106278308
shop=clothes,Ferraud,24 Duke Street,https://www.ferauddublin.com/,ferauddublin.com,"https://www.google.com/maps/search/?api=1&query=53.3418642,-6.2596157",,,53.3418642,-6.2596157,way,249264644
shop=clothes,Fitzgerald Private Clinic,3 Anne's Lane Dublin,https://www.fitzgeraldprivateclinic.com/,fitzgeraldprivateclinic.com,"https://www.google.com/maps/search/?api=1&query=53.34077,-6.2596746",,,53.34077,-6.2596746,node,12059966683
shop=clothes,Florence Lingerie,97 Patrick Street Dún Laoghaire,https://www.florencelingerie.com/,florencelingerie.com,"https://www.google.com/maps/search/?api=1&query=53.2915076,-6.1370841",+353-1-280-8641,,53.2915076,-6.1370841,node,6184660683
shop=clothes,Fran & Jane,,https://franandjane.com/,franandjane.com,"https://www.google.com/maps/search/?api=1&query=53.3019746,-6.1780741",,,53.3019746,-6.1780741,node,3740256303
shop=clothes,Francis Cambelli,William Street South Dublin,https://franciscampelli.com/,franciscampelli.com,"https://www.google.com/maps/search/?api=1&query=53.3413628,-6.2629333",,,53.3413628,-6.2629333,node,12109840003
shop=clothes,Fresh,,,,"https://www.google.com/maps/search/?api=1&query=53.3450599,-6.2626536",,,53.3450599,-6.2626536,node,12926138459
shop=clothes,Fresh Cuts,13 Castle Market Dublin D02 XH05,https://www.freshcutsclothing.com/,freshcutsclothing.com,"https://www.google.com/maps/search/?api=1&query=53.3421421,-6.2635987",,,53.3421421,-6.2635987,node,12087084514
shop=clothes,Frewen & Aylward,44 George's Street Lower Dún Laoghaire A96 TV21,https://www.frewenmenswear.ie/,frewenmenswear.ie,"https://www.google.com/maps/search/?api=1&query=53.2932342,-6.1384848",+353-1-280-3127,,53.2932342,-6.1384848,node,6178626787
shop=clothes,Frocks & Frills,,,,"https://www.google.com/maps/search/?api=1&query=53.2033643,-6.1097325",,,53.2033643,-6.1097325,node,13418385149
shop=clothes,GANT,,,,"https://www.google.com/maps/search/?api=1&query=53.2874925,-6.2422852",,GANT,53.2874925,-6.2422852,node,11940298910
shop=clothes,Genius,Clarendon Street Dublin,https://www.genius.ie/,genius.ie,"https://www.google.com/maps/search/?api=1&query=53.3422373,-6.2613112",,,53.3422373,-6.2613112,node,12093934879
shop=clothes,Get Cash 4 Clothes!,,https://www.getcash.ie/,getcash.ie,"https://www.google.com/maps/search/?api=1&query=53.2608382,-6.1500744",,,53.2608382,-6.1500744,node,4256571992
shop=clothes,Get Outdoors,,https://www.malahideoutdoor.com,malahideoutdoor.com,"https://www.google.com/maps/search/?api=1&query=53.4449294,-6.1630015",+353 1 8457 236,,53.4449294,-6.1630015,node,12097071868
shop=clothes,Gilmour Sports,,,,"https://www.google.com/maps/search/?api=1&query=53.256801,-6.1937442",,,53.256801,-6.1937442,node,1960851171
shop=clothes,Giraffee-kids,,,,"https://www.google.com/maps/search/?api=1&query=53.324257,-6.3962066",,,53.324257,-6.3962066,node,12636352957
shop=clothes,Grants,7-8 Manor Street Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3517158,-6.2830169",,,53.3517158,-6.2830169,node,2940723779
shop=clothes,Gym + Coffee,,,,"https://www.google.com/maps/search/?api=1&query=53.3532855,-6.3900857",,,53.3532855,-6.3900857,node,11030249309
shop=clothes,H&M,,,,"https://www.google.com/maps/search/?api=1&query=53.3507699,-6.26431",,H&M,53.3507699,-6.26431,node,4711673730
shop=clothes,H&M,Mary Street Dublin,https://www2.hm.com/,www2.hm.com,"https://www.google.com/maps/search/?api=1&query=53.3491439,-6.2649686",,H&M,53.3491439,-6.2649686,node,5377095225
shop=clothes,H&M,,,,"https://www.google.com/maps/search/?api=1&query=53.3531569,-6.3900694",,H&M,53.3531569,-6.3900694,node,5556501722
shop=clothes,H&M,,,,"https://www.google.com/maps/search/?api=1&query=53.2859829,-6.3716408",,H&M,53.2859829,-6.3716408,node,9205674941
shop=clothes,H&M,,https://www2.hm.com/en_ie/index.html,www2.hm.com,"https://www.google.com/maps/search/?api=1&query=53.286775,-6.2414338",,H&M,53.286775,-6.2414338,node,11940354094
shop=clothes,H&M,23-27 College Green Dublin,https://www2.hm.com/,www2.hm.com,"https://www.google.com/maps/search/?api=1&query=53.3440086,-6.2611598",,H&M,53.3440086,-6.2611598,way,251580559
shop=clothes,H&M,18-27 O'Connell Street Lower Dublin D01H6K0,https://www2.hm.com/en_ie/index.html,www2.hm.com,"https://www.google.com/maps/search/?api=1&query=53.3492526,-6.2595642",,H&M,53.3492526,-6.2595642,way,1222688188
shop=clothes,Happy Days Fashion Retail,,,,"https://www.google.com/maps/search/?api=1&query=53.2742809,-6.193808",,,53.2742809,-6.193808,node,6749206541
shop=clothes,Harlequin,Castle Market Dublin,https://theharlequin.ie/,theharlequin.ie,"https://www.google.com/maps/search/?api=1&query=53.3423202,-6.262992",,,53.3423202,-6.262992,node,5506775255
shop=clothes,Harvey Nichols,Sandyford Road Dundrum D16 W0C0,https://www.harveynichols.com,harveynichols.com,"https://www.google.com/maps/search/?api=1&query=53.2881475,-6.2436025",,,53.2881475,-6.2436025,node,5661461552
shop=clothes,Hat Society,Taney Drive Dundrum,http://www.hatsociety.ie/,hatsociety.ie,"https://www.google.com/maps/search/?api=1&query=53.2924024,-6.2449321",+353 86 2643899,,53.2924024,-6.2449321,node,4265973305
shop=clothes,Havana,Donnybrook Road Donnybrook,https://www.havanaboutique.ie/,havanaboutique.ie,"https://www.google.com/maps/search/?api=1&query=53.3209564,-6.2349154",,,53.3209564,-6.2349154,node,5476926559
shop=clothes,Hobbs,,,,"https://www.google.com/maps/search/?api=1&query=53.3533851,-6.3896788",,,53.3533851,-6.3896788,node,5556517721
shop=clothes,Hobbs London,,,,"https://www.google.com/maps/search/?api=1&query=53.2877496,-6.2425508",,,53.2877496,-6.2425508,node,11940298901
shop=clothes,House of Wool,Dublin,https://houseofwoolireland.com/,houseofwoolireland.com,"https://www.google.com/maps/search/?api=1&query=53.3396508,-6.2589053",+353 86 252 8800,,53.3396508,-6.2589053,node,9534229626
shop=clothes,Hugo Boss,68 Grafton Street Dublin,https://www.hugoboss.com/ie/storedetail?storeid=9927208,hugoboss.com,"https://www.google.com/maps/search/?api=1&query=53.3409779,-6.2607632",,Hugo Boss,53.3409779,-6.2607632,node,6187145168
shop=clothes,Hugo Boss,,,,"https://www.google.com/maps/search/?api=1&query=53.286737,-6.2418909",,Hugo Boss,53.286737,-6.2418909,node,11940354093
shop=clothes,Human Collective Clothing,Dublin,https://wearehumancollective.com/,wearehumancollective.com,"https://www.google.com/maps/search/?api=1&query=53.3401242,-6.2617849",,,53.3401242,-6.2617849,node,11634194876
shop=clothes,Inco Boutique,Old Dublin Road,https://inco-boutique.com/,inco-boutique.com,"https://www.google.com/maps/search/?api=1&query=53.28982,-6.200016",+353-1-558-7120,,53.28982,-6.200016,node,9893524174
shop=clothes,Indigo & Cloth Menswear,Essex Street East Dublin,https://indigoandcloth.com/,indigoandcloth.com,"https://www.google.com/maps/search/?api=1&query=53.3451653,-6.2664225",,,53.3451653,-6.2664225,node,4494346690
shop=clothes,Jacadi,32 King Street South Dublin,https://www.jacadiireland.ie/,jacadiireland.ie,"https://www.google.com/maps/search/?api=1&query=53.3406078,-6.2630173",,Jacadi,53.3406078,-6.2630173,way,230357690
shop=clothes,Jack & Jones,,,,"https://www.google.com/maps/search/?api=1&query=53.3533265,-6.3900359",,Jack & Jones,53.3533265,-6.3900359,node,5556517421
shop=clothes,Jack & Jones,,,,"https://www.google.com/maps/search/?api=1&query=53.2863372,-6.3710964",,Jack & Jones,53.2863372,-6.3710964,node,9205674944
shop=clothes,Jack & Jones,A96 R268,https://www.jackjones.com/,jackjones.com,"https://www.google.com/maps/search/?api=1&query=53.2929807,-6.1392785",+353-1-230-0907,Jack & Jones,53.2929807,-6.1392785,node,9407869225
shop=clothes,Jack Jones,,,,"https://www.google.com/maps/search/?api=1&query=53.3922215,-6.2476768",,,53.3922215,-6.2476768,node,10591680064
shop=clothes,Jack Wills,Dublin,https://www.jackwills.com/dublinjw-store-2264,jackwills.com,"https://www.google.com/maps/search/?api=1&query=53.3412401,-6.261265",,Jack Wills,53.3412401,-6.261265,node,366363183
shop=clothes,James Herren,44 Dawson Street Dublin,https://www.jamesherren.com/,jamesherren.com,"https://www.google.com/maps/search/?api=1&query=53.3409326,-6.2585904",,,53.3409326,-6.2585904,way,268836000
shop=clothes,Jay Jay,13 Main Street,,,"https://www.google.com/maps/search/?api=1&query=53.3584733,-6.4489923",,,53.3584733,-6.4489923,node,13059351422
shop=clothes,Jigsaw,,,,"https://www.google.com/maps/search/?api=1&query=53.3411101,-6.2602853",,,53.3411101,-6.2602853,node,11634194877
shop=clothes,Jim Markey's Mans Shop,144 Drumcondra Road Lower Dublin,,,"https://www.google.com/maps/search/?api=1&query=53.3673708,-6.2559701",+353 1 837 1168,,53.3673708,-6.2559701,way,681196390
shop=clothes,JoJo Maman Bébé,14 Wicklow Street Dublin D02 WV97,https://www.jojomamanbebe.co.uk/storelocator/dublin-jojomamanbebe/0944,jojomamanbebe.co.uk,"https://www.google.com/maps/search/?api=1&query=53.3430312,-6.2609281",,,53.3430312,-6.2609281,node,12093934865
shop=clothes,John Lawrence,,,,"https://www.google.com/maps/search/?api=1&query=53.3426922,-6.2783236",,,53.3426922,-6.2783236,node,1473487757
shop=clothes,Just Kidz,Meath Street,,,"https://www.google.com/maps/search/?api=1&query=53.3411332,-6.2786344",,,53.3411332,-6.2786344,node,9217363930
shop=clothes,Kate's Atelier,,,,"https://www.google.com/maps/search/?api=1&query=53.3626924,-6.2731375",,,53.3626924,-6.2731375,node,10692974811
shop=clothes,Khan,,https://khan.ie/,khan.ie,"https://www.google.com/maps/search/?api=1&query=53.302215,-6.1786762",+353-1-278-1646,,53.302215,-6.1786762,node,996066798
shop=clothes,L.K. Bennett,,,,"https://www.google.com/maps/search/?api=1&query=53.2877989,-6.2432325",,,53.2877989,-6.2432325,node,11940271273
